subnet_address;subnet_mask;subnet_last;subnet_gw;subnet_desc;subnet_domain;subnet_org;subnet_area;subnet_vlan;subnet_vdp;subnet_zone;subnet_color;subnet_sec;subnet_poll;subnet_alarm;subnet_report;date_added;date_seen;date_checked
010.199.132.016;255.255.255.240;010.199.132.031;undef;Brugg PA Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2018-07-06 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.132.192;255.255.255.240;010.199.132.207;010.199.132.206;Brugg PA Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2018-07-06 01:30:03;2019-02-08 01:40:12;2019-02-07 18:28:47
010.199.133.000;255.255.255.0;010.199.133.255;010.199.133.254;Brugg PA IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2018-07-06 01:30:03;2019-02-08 01:40:12;2019-02-07 18:28:47
010.199.134.000;255.255.255.0;010.199.134.255;010.199.134.254;Brugg PA Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2018-07-06 01:30:03;2019-02-08 01:40:12;2019-02-07 18:28:56
010.199.135.000;255.255.255.240;010.199.135.015;010.199.135.014;Brugg PA AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2018-07-06 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:04
010.199.136.000;255.255.255.252;010.199.136.003;undef;Brugg Neumarkt ext. POM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:05
010.199.138.000;255.255.255.0;010.199.138.255;010.199.138.254;Brugg Neumarkt ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:05
010.199.140.000;255.255.255.252;010.199.140.003;undef;Brugg ext. POM Bahnhof SBB Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:07
010.199.142.000;255.255.255.0;010.199.142.255;010.199.142.254;Brugg Bahnhof SBB ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:07
010.199.144.000;255.255.255.252;010.199.144.003;undef;Brittnau Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:09
010.199.144.008;255.255.255.252;010.199.144.011;undef;Brittnau Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:29:10
010.199.144.016;255.255.255.240;010.199.144.031;undef;Brittnau Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.145.000;255.255.255.0;010.199.145.255;010.199.145.254;Brittnau IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:10
010.199.146.000;255.255.255.0;010.199.146.255;010.199.146.254;Brittnau Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:15
010.199.148.000;255.255.255.252;010.199.148.003;undef;Baden Daettwil BSI Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2015-10-24 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:17
010.199.148.008;255.255.255.252;010.199.148.011;undef;Baden Daettwil BSI Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2015-10-24 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:17
010.199.148.016;255.255.255.240;010.199.148.031;undef;Baden Daettwil BSI Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2015-10-24 01:30:03;2019-02-08 01:40:12;2015-11-11 20:27:27
010.199.148.224;255.255.255.224;010.199.148.255;010.199.148.254;Baden Daettwil BSI Netz;aa.post.ch;RSP-Luzern;postnet;0690;post.ch;undef;blue;---;1;1;1;2015-10-24 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:18
010.199.150.000;255.255.255.0;010.199.150.255;010.199.150.254;Baden Daettwil BSI Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2015-10-24 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:18
010.199.152.000;255.255.255.252;010.199.152.003;undef;Bremgarten1 PM (AG) Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:20
010.199.152.008;255.255.255.252;010.199.152.011;undef;Bremgarten1 PM (AG) Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:29:20
010.199.152.016;255.255.255.240;010.199.152.031;undef;Bremgarten1 PM (AG) Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.153.000;255.255.255.0;010.199.153.255;010.199.153.254;Bremgarten1 PM (AG) IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:21
010.199.154.000;255.255.255.0;010.199.154.255;010.199.154.254;Bremgarten1 PM (AG) Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:26
010.199.164.000;255.255.255.252;010.199.164.003;undef;Bremgarten1 (AG) PK Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:27
010.199.164.008;255.255.255.252;010.199.164.011;undef;Bremgarten1 (AG) PK Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:28
010.199.164.016;255.255.255.240;010.199.164.031;undef;Bremgarten1 (AG) PK Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 20:27:54
010.199.164.192;255.255.255.240;010.199.164.207;010.199.164.206;Bremgarten1 (AG) PK Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:28
010.199.165.000;255.255.255.0;010.199.165.255;010.199.165.254;Bremgarten1 (AG) PK IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:29
010.199.166.000;255.255.255.0;010.199.166.255;010.199.166.254;Bremgarten1 (AG) PK Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:33
010.199.167.000;255.255.255.240;010.199.167.015;010.199.167.014;Bremgarten1 (AG) PK AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:35
010.199.172.000;255.255.255.252;010.199.172.003;undef;Birr-Lupfig Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:35
010.199.172.008;255.255.255.252;010.199.172.011;undef;Birr-Lupfig Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:29:36
010.199.172.016;255.255.255.240;010.199.172.031;undef;Birr-Lupfig Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.173.000;255.255.255.0;010.199.173.255;010.199.173.254;Birr-Lupfig IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:36
010.199.174.000;255.255.255.0;010.199.174.255;010.199.174.254;Birr-Lupfig Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:46
010.199.175.000;255.255.255.240;010.199.175.015;010.199.175.014;Birr-Lupfig AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:29:47
010.199.176.000;255.255.255.252;010.199.176.003;undef;Baden PA Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:48
010.199.176.008;255.255.255.252;010.199.176.011;undef;Baden PA Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:48
010.199.176.016;255.255.255.240;010.199.176.031;undef;Baden PA Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.176.192;255.255.255.240;010.199.176.207;010.199.176.206;Baden PA Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:49
010.199.177.000;255.255.255.0;010.199.177.255;010.199.177.254;Baden PA IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:49
010.199.178.000;255.255.255.0;010.199.178.255;010.199.178.254;Baden PA Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:29:57
010.199.179.000;255.255.255.240;010.199.179.015;010.199.179.014;Baden PA AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 18:30:38
010.199.180.000;255.255.255.252;010.199.180.003;undef;Baden Bahnhof SBB ext. POM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:30:38
010.199.182.000;255.255.255.0;010.199.182.255;010.199.182.254;Baden Bahnhof SBB ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:30:39
010.199.184.000;255.255.255.252;010.199.184.003;undef;Baden Daettwil PM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:30:50
010.199.184.008;255.255.255.252;010.199.184.011;undef;Baden Daettwil PM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:30:50
010.199.184.016;255.255.255.240;010.199.184.031;undef;Baden Daettwil PM Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2017-11-18 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.184.192;255.255.255.240;010.199.184.207;010.199.184.206;Baden Daettwil PM Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;undef;1;1;1;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:30:50
010.199.185.000;255.255.255.0;010.199.185.255;010.199.185.254;Baden Daettwil PM IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:30:51
010.199.186.000;255.255.255.0;010.199.186.255;010.199.186.254;Baden Daettwil PM Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:31:03
010.199.187.000;255.255.255.240;010.199.187.015;010.199.187.014;Baden Daettwil PM AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2017-11-18 01:30:03;2019-02-08 01:40:12;2019-02-07 18:31:07
010.199.188.000;255.255.255.252;010.199.188.003;undef;Beinwil am See Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:07
010.199.188.008;255.255.255.252;010.199.188.011;undef;Beinwil am See Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:31:08
010.199.188.016;255.255.255.240;010.199.188.031;undef;Beinwil am See Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.189.000;255.255.255.0;010.199.189.255;010.199.189.254;Beinwil am See IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:08
010.199.190.000;255.255.255.0;010.199.190.255;010.199.190.254;Beinwil am See Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:17
010.199.191.000;255.255.255.240;010.199.191.015;010.199.191.014;Beinwil am See AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:18
010.199.200.000;255.255.255.252;010.199.200.003;undef;Baden5 Daettwil Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:19
010.199.200.008;255.255.255.252;010.199.200.011;undef;Baden5 Daettwil Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:31:19
010.199.200.016;255.255.255.240;010.199.200.031;undef;Baden5 Daettwil Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.201.000;255.255.255.0;010.199.201.255;010.199.201.254;Baden5 Daettwil IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:20
010.199.202.000;255.255.255.0;010.199.202.255;010.199.202.254;Baden5 Daettwil Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:27
010.199.208.000;255.255.255.252;010.199.208.003;undef;Baden2 Cordulaplatz Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:29
010.199.208.008;255.255.255.252;010.199.208.011;undef;Baden2 Cordulaplatz Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:31:30
010.199.208.016;255.255.255.240;010.199.208.031;undef;Baden2 Cordulaplatz Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.209.000;255.255.255.0;010.199.209.255;010.199.209.254;Baden2 Cordulaplatz IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:30
010.199.210.000;255.255.255.0;010.199.210.255;010.199.210.254;Baden2 Cordulaplatz Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:36
010.199.211.000;255.255.255.240;010.199.211.015;010.199.211.014;Baden2 Cordulaplatz AP;bz.post.ch;RSP-Zuerich;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:37
010.199.212.000;255.255.255.252;010.199.212.003;undef;Baden1 Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:38
010.199.212.008;255.255.255.252;010.199.212.011;undef;Baden1 Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:31:39
010.199.212.016;255.255.255.240;010.199.212.031;undef;Baden1 Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.212.192;255.255.255.240;010.199.212.207;010.199.212.206;Baden1 Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:39
010.199.212.224;255.255.255.224;010.199.212.255;010.199.212.254;Baden1 Netz;aa.post.ch;RSP-Luzern;postnet;0690;post.ch;undef;blue;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:40
010.199.213.000;255.255.255.0;010.199.213.255;010.199.213.254;Baden1 IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:40
010.199.214.000;255.255.255.0;010.199.214.255;010.199.214.254;Baden1 Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:44
010.199.215.000;255.255.255.240;010.199.215.015;010.199.215.014;Baden1 AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:46
010.199.215.224;255.255.255.224;010.199.215.255;010.199.215.254;Baden1 statische Client;aa.post.ch;RSP-Luzern;postnet;0630;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:46
010.199.216.000;255.255.255.252;010.199.216.003;undef;Aarburg PV PK Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:46
010.199.216.008;255.255.255.252;010.199.216.011;undef;Aarburg PV PK Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:47
010.199.216.016;255.255.255.240;010.199.216.031;undef;Aarburg PV PK Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 20:29:34
010.199.216.192;255.255.255.240;010.199.216.207;010.199.216.206;Aarburg PV Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2015-10-21 01:30:03;2019-02-08 01:40:12;2019-02-07 18:31:47
010.199.217.000;255.255.255.0;010.199.217.255;010.199.217.254;Aarburg PV PK IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:48
010.199.218.000;255.255.255.0;010.199.218.255;010.199.218.254;Aarburg PV PK Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:51
010.199.219.000;255.255.255.240;010.199.219.015;010.199.219.014;Aarburg PV PK AP;aa.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:52
010.199.220.000;255.255.255.252;010.199.220.003;undef;Aarau Telli EKZ ext. POM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:53
010.199.222.000;255.255.255.0;010.199.222.255;010.199.222.254;Aarau Telli EKZ ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:53
010.199.224.000;255.255.255.252;010.199.224.003;undef;Aarau4 Telli PK Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:55
010.199.224.008;255.255.255.252;010.199.224.011;undef;Aarau4 Telli PK Looback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:56
010.199.224.016;255.255.255.240;010.199.224.031;undef;Aarau4 Telli PK Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 20:29:46
010.199.224.192;255.255.255.240;010.199.224.207;010.199.224.206;Aarau4 Telli PK Zuko;aa.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2016-03-11 01:30:03;2019-02-08 01:40:12;2019-02-07 18:31:56
010.199.225.000;255.255.255.0;010.199.225.255;010.199.225.254;Aarau4 Telli PK IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:31:57
010.199.226.000;255.255.255.0;010.199.226.255;010.199.226.254;Aarau4 Telli PK Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:01
010.199.228.000;255.255.255.252;010.199.228.003;undef;Aarburg Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:03
010.199.228.008;255.255.255.252;010.199.228.011;undef;Aarburg Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 18:32:03
010.199.228.016;255.255.255.240;010.199.228.031;undef;Aarburg Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.229.000;255.255.255.0;010.199.229.255;010.199.229.254;Aarburg IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:04
010.199.230.000;255.255.255.0;010.199.230.255;010.199.230.254;Aarburg Client;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:10
010.199.231.000;255.255.255.240;010.199.231.015;010.199.231.014;Aarburg AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:14
010.199.232.000;255.255.255.252;010.199.232.003;undef;Aarburg ext. POM Pilatusstrasse Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:14
010.199.234.000;255.255.255.0;010.199.234.255;010.199.234.254;Aarburg Pilatusstrasse ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:14
010.199.236.000;255.255.255.252;010.199.236.003;undef;Aarau3 Kaufhaus ext. POM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:16
010.199.238.000;255.255.255.0;010.199.238.255;010.199.238.254;Aarau3 Kaufhaus ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:17
010.199.240.000;255.255.255.252;010.199.240.003;undef;Aarau Bahnhofplatz SBB ext. POM Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:18
010.199.242.000;255.255.255.0;010.199.242.255;010.199.242.254;Aarau Bahnhofplatz SBB ext. POM;aa.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 18:32:19
010.199.244.000;255.255.255.252;010.199.244.003;undef;Aarau PA Garage Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-05-11 01:30:03;2019-02-08 01:40:12;2019-02-07 18:32:22
010.199.244.008;255.255.255.252;010.199.244.011;undef;Aarau PA Garage Loopback;aa.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-05-11 01:30:03;2019-02-08 01:40:12;2019-02-07 18:32:22
010.199.244.016;255.255.255.240;010.199.244.031;undef;Aarau PA Garage Transit-Sunrise;aa.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2017-05-11 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.199.245.000;255.255.255.0;010.199.245.255;010.199.245.254;Aarau PA Garage IPT;aa.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2017-05-11 01:30:03;2019-02-08 01:40:12;2019-02-07 18:32:23
